y,c,n,r,w
1.0807180999116,0.795821684214336,0.344628329318127,0.0345082134406799,2.10104658550388
1.02744040379404,0.791869712083442,0.328463465473642,0.03274414098719,2.09576829680583
1.0467362580889,0.792533839018366,0.336600892364725,0.0334232155817564,2.08351080904758
1.07778439718044,0.793539559175028,0.353103812192712,0.0344065947616221,2.045048752833
1.08119218928318,0.795969746827557,0.346355983923633,0.0344446580889562,2.09148402321578
0.999678271010897,0.791814578510251,0.312011214968517,0.0318164694213032,2.14666833316876
1.00934962213969,0.790429948915375,0.320050460971822,0.0322687176444635,2.11299056748979
0.98618179629964,0.787442388106303,0.313948584694926,0.0316543298190229,2.10461886668076
1.01563745241716,0.78857276733893,0.324001267020117,0.0327697183127685,2.10022686808836
1.0044823684624,0.788059828755579,0.316228319074264,0.0325130742165446,2.12821883791643
0.981297856985579,0.784739613470175,0.311532521929785,0.0318865298384257,2.11043856650409
0.997059531819879,0.784766849939489,0.317177009726195,0.0325724446516416,2.10617309972987
0.95393351612622,0.779771151674947,0.305734504063334,0.0313003274691956,2.0904967663944
1.02837449721516,0.783180586678395,0.335365933229404,0.0339580812959151,2.05450024854683
1.01458441108905,0.781777277956826,0.331642104843737,0.033522589039548,2.04971022138244
1.05924907119669,0.784317722750813,0.349842832262743,0.0350347859942813,2.02861343672073
1.04391482227671,0.783744319353479,0.344005748622975,0.0344481610329951,2.03316915745012
1.02506079567183,0.782169553207086,0.338869103628693,0.0337976267547418,2.02671096870279
0.993761515326697,0.779275217276652,0.32923026532903,0.0328000626333343,2.02235142191699
0.952117424359441,0.776941767519314,0.307354517856113,0.0315680968681292,2.07551819587995
1.0110341437526,0.779073130631842,0.332469263483278,0.0337318351127664,2.03745720618794
1.00434502844957,0.77912182033311,0.326193584517803,0.0335705398363345,2.06291782585828
0.984602739513279,0.777798665712354,0.316449796120883,0.0329963375397257,2.08464018575626
0.931109064038233,0.773505178577204,0.294788911005819,0.0313583780801999,2.1162432830182
0.966880370490945,0.772819666646394,0.31461031134631,0.032818709771201,2.05908677821741
0.966516270188345,0.772858816881445,0.309954267859259,0.0329793091604176,2.08923215979406
0.966562209591462,0.771644857737672,0.310967328385858,0.0331416926836516,2.08252429166228
0.919584870126914,0.767341209716746,0.292900917903152,0.0317045253019528,2.10351987629768
0.931521230482902,0.765607873515669,0.300773367217616,0.0323923074143795,2.07505151448972
0.964874967923546,0.767479003788436,0.309735935074505,0.0337922324933276,2.0871531251119
0.96817445699726,0.768230388678814,0.305550954755668,0.0340531679010321,2.12297489549654
0.943903688394265,0.764608663020262,0.301079647855,0.0333243474029723,2.10049211296013
0.974147208615452,0.76573821895462,0.312349522037132,0.0345753611042552,2.0895772950338
1.00611871741823,0.767373935084966,0.325275485402821,0.0357849020944185,2.07239335489007
1.01846007551632,0.768202043867564,0.330854454659067,0.0361907933356935,2.06243962284746
0.981086488268968,0.763701885338185,0.326123371533126,0.0347948112740459,2.01557844329057
1.05152218717505,0.767477669214087,0.358370274491296,0.0373141114583341,1.9658986949336
1.0306795599148,0.766489579008825,0.352805215889301,0.0363777858279839,1.95732603856675
1.06018719342372,0.768666065280679,0.367271562220494,0.0372824387554409,1.93405848156477
1.02216458039406,0.768435450186655,0.345811411125166,0.0357554558356406,1.98041386535829
1.07212986813674,0.772213549899571,0.366156038059981,0.037411524622686,1.96180501401149
