y,c,n,r,w
1.117409159778549,0.8111578404496578,0.3555038314744013,0.033602566312229055,2.105921624727324
1.0747856401063576,0.8102213888090559,0.33393671712203044,0.03226168054983131,2.1564013705857517
1.0089064709112645,0.8054364481244278,0.3106889271783933,0.030347502026949788,2.1756981225484036
1.035175268411979,0.8051090030567088,0.3234583939785252,0.03131658334335783,2.1442107792802068
1.0591128056035142,0.8063135328004511,0.3303660448424865,0.03215691612891254,2.1479244672863977
1.056283457104835,0.8069425154952622,0.32409621565145535,0.03213952270788544,2.1836300483281104
1.0109298947285774,0.8041185357724163,0.3050088405681624,0.030852556505523716,2.22066566970344
1.00330631703703,0.8003036431033593,0.31082983264877484,0.030786214735658568,2.1626445077118395
1.0557758684083187,0.8036499261848468,0.325360090304635,0.03257347404550233,2.1741040099418307
1.0311339525708407,0.8021061640623431,0.3146279711880253,0.03187656089289281,2.1957919992113664
1.0316281394464342,0.8011516064458636,0.31585236407936734,0.03200286494614036,2.18832813814789
1.0192405450720592,0.7999862277958336,0.30981380549962484,0.03173422204498814,2.204194257940494
1.0749126102274813,0.801913318902666,0.33404449379079226,0.03357382886354594,2.1559676795810216
1.047077531889,0.8029100416217949,0.3123332324477887,0.03271603598347944,2.2461221044900666
1.0236128036252536,0.8004386453178848,0.3060276008189065,0.03205334706860476,2.241033804637944
1.0194274246820876,0.7992427820692934,0.30501827650094643,0.03204595889026632,2.2392566634831996
1.0205860467910497,0.7977566933180749,0.3084432781732492,0.032204919233742246,2.2169096230996073
1.0005377955649466,0.7970847440694199,0.2953759086674122,0.03171241609941059,2.269503847806133
1.029559891391578,0.796965262114776,0.3096614958386136,0.0327848936793553,2.2276014468029652
0.9950090842654942,0.794160850760162,0.29694898382968066,0.031786367466077076,2.24501175615967
1.0871973735002622,0.797871026789881,0.3362022939898808,0.03486057230227549,2.166614916903077
1.0570489710843718,0.7978742678010107,0.31910163279669623,0.03381873127876124,2.2194173264947787
1.1387973557015252,0.801759674946941,0.3557644456052726,0.03637879690141587,2.1446770247579217
1.0707136397787669,0.7996710831068543,0.3268183616123882,0.03398865263336988,2.195028035114836
1.062135859110241,0.7976389216505151,0.33100074045169975,0.03367373134775104,2.1499300393251555
1.0262573680918834,0.792164232369951,0.3314976947038871,0.03251710611403,2.0741911437034504
1.0145733119909377,0.7900813728157374,0.33046183055298084,0.03222758546433402,2.057004369209951
0.9095333971610619,0.7824917088188015,0.2884075261911546,0.0290480639860925,2.112964654198604
0.8750554103370969,0.7772779102609928,0.2757498023406252,0.028319894843636294,2.126211327105626
0.9054140049822966,0.7757075442439407,0.2896970116674903,0.02972576140515193,2.094022612134197
0.9767993885378209,0.7764774981816545,0.32536507127820957,0.03239604442423133,2.011424145737916
1.023797806629478,0.7786214870613885,0.3447438811171607,0.03409417585814614,1.9897045592749947
1.0255202708172089,0.7790573185662678,0.34370086319285953,0.034163100460267645,1.9991025737266193
0.9702121904481095,0.7756727679018829,0.3196477515874561,0.03235526627983096,2.033603632003538
0.9242011075636845,0.7705430997546449,0.30491615160203833,0.031001722104510826,2.0307596369255116
0.9152676940535915,0.7684751873944086,0.29951877915812436,0.03099638628093068,2.0473749036811375
0.9474994647938757,0.769377287593912,0.30981392366204297,0.032390848759068135,2.049035369670944
0.9440163812138302,0.7679789596363095,0.3078478433655399,0.03248434976673682,2.05454194663397
0.9947753696690768,0.7684658994070487,0.3359624169386545,0.03441522305671223,1.983837320587728
1.016825695942964,0.7686924901028162,0.3499206083965437,0.035203580230541084,1.946931106269314
1.035782322016508,0.7699215946858209,0.35909119314928717,0.03581272102312907,1.9325836436844401
0.9628103720596906,0.7672189487266513,0.320930215287092,0.033242402422097445,2.0100295188316855
0.945988121079553,0.7636156089082119,0.3208322631654399,0.03280399587667629,1.975513919539333
0.9828598247093909,0.7656978314740052,0.333109062222262,0.034266547462259,1.9768698397552424
1.031667363053438,0.7695632699817219,0.34888732402291284,0.03602634338263021,1.9812012982214866
0.9959879690739261,0.76747637152442,0.3351226860649119,0.03470086876470172,1.9912401921184373
0.9693658085173391,0.7663992842243619,0.3201585882823779,0.03382297197443335,2.0285972841589786
1.0279368095229238,0.7668105218104714,0.3578214616036636,0.03593933246154136,1.9247531522849015
1.0244464799490236,0.7674178374319564,0.3547641119907692,0.03572669035050788,1.9347481368400734
1.0162163850818393,0.7675411379634632,0.35005940076402325,0.03536928137227053,1.944997684234319
1.0205056367934895,0.7681674508726029,0.35139837352504455,0.035474023298972805,1.9457649932049659
0.9948040534492112,0.7673742978435345,0.33766597617070615,0.03454317371345024,1.9738969071199453
1.010119939167262,0.76932089334219,0.33885225085889104,0.03511396712634271,1.9972704646650896
0.9817084420297316,0.7664076755987421,0.3319596135922887,0.034118696346713155,1.9813970424181633
0.8979935405802559,0.762483383011908,0.2880057388506975,0.03134344240096846,2.089037032064757
